qb_id,qb_name,team,season,epa_per_play,attempts,completion_rate,sack_rate
00-0033319,N.Mullens,MIN,2023,0.09935593,159,0.6289308176100629,0.07017543859649122
00-0033319,N.Mullens,MIN,2024,2.434363,2,1.0,0.0
00-0033319,N.Mullens,JAX,2025,0.96658874,3,1.0,0.0
00-0033357,T.Hill,NO,2019,0.04322319,8,0.5,0.1111111111111111
00-0033357,T.Hill,NO,2020,0.03156227,136,0.6470588235294118,0.09933774834437085
00-0033357,T.Hill,NO,2021,-0.028708974,141,0.5531914893617021,0.06
00-0033357,T.Hill,NO,2022,0.599342,21,0.6190476190476191,0.08695652173913043
00-0033357,T.Hill,NO,2023,0.24699533,13,0.46153846153846156,0.13333333333333333
00-0033357,T.Hill,NO,2024,-0.80442333,4,0.5,0.0
00-0033357,T.Hill,NO,2025,-0.16659975,6,0.3333333333333333,0.0
00-0033400,M.Haack,MIA,2019,-0.29237115,2,0.5,0.0
00-0033400,M.Haack,ARI,2025,4.4010515,1,1.0,0.0
00-0033466,I.McKenzie,BUF,2020,2.2947237,1,1.0,0.0
00-0033471,I.Ford,,2019,1.1019269,0,,
00-0033537,D.Watson,HOU,2019,0.13894455,626,0.6134185303514377,0.08076358296622614
00-0033537,D.Watson,HOU,2020,0.21538043,595,0.6420168067226891,0.07608695652173914
00-0033537,D.Watson,CLE,2022,-0.10266553,188,0.526595744680851,0.09615384615384616
00-0033537,D.Watson,CLE,2023,-0.09589737,187,0.5614973262032086,0.08333333333333333
00-0033537,D.Watson,CLE,2024,-0.20652537,250,0.548,0.1166077738515901
00-0033550,D.Webb,NYG,2022,-0.0068037068,41,0.5609756097560976,0.0
00-0033555,M.Hollins,LV,2022,0.051149596,1,1.0,0.0
00-0033557,J.Reeves-Maybin,DET,2023,4.1430035,1,1.0,0.0
00-0033572,J.Agnew,DET,2020,-0.4681625,1,0.0,0.0
00-0033662,C.Rush,DAL,2021,0.1485347,50,0.6,0.05660377358490566
00-0033662,C.Rush,DAL,2022,-0.093690865,168,0.5595238095238095,0.04
00-0033662,C.Rush,DAL,2023,-0.20959792,25,0.72,0.038461538461538464
00-0033662,C.Rush,DAL,2024,-0.10414739,321,0.5825545171339563,0.038922155688622756
00-0033662,C.Rush,BAL,2025,-0.4726751,53,0.6415094339622641,0.018518518518518517
00-0033681,K.Cole,NYJ,2021,-0.7408588,1,0.0,0.0
00-0033733,G.Ward,PHI,2020,-0.1739245,1,1.0,0.0
00-0033733,G.Ward,PHI,2021,-1.6769146,2,0.5,0.0
00-0033787,J.Elliott,PHI,2019,-2.4030688,1,0.0,0.0
00-0033856,L.Fournette,TB,2021,-0.66330147,1,0.0,0.0
00-0033856,L.Fournette,TB,2022,-4.7260165,1,0.0,0.0
00-0033858,J.Smith,ATL,2023,-0.86183035,1,0.0,0.0
00-0033869,M.Trubisky,CHI,2019,-0.054553792,552,0.5905797101449275,0.06440677966101695
00-0033869,M.Trubisky,CHI,2020,0.08279902,346,0.630057803468208,0.052054794520547946
00-0033869,M.Trubisky,BUF,2021,0.061239082,8,0.75,0.0
00-0033869,M.Trubisky,PIT,2022,0.009375824,191,0.612565445026178,0.054455445544554455
00-0033869,M.Trubisky,PIT,2023,-0.14409396,114,0.5877192982456141,0.05785123966942149
00-0033869,M.Trubisky,BUF,2024,0.36696693,26,0.7307692307692307,0.0
00-0033869,M.Trubisky,BUF,2025,0.65942913,37,0.6756756756756757,0.0
00-0033873,P.Mahomes,KC,2019,0.3023733,620,0.6306451612903226,0.03576982892690513
00-0033873,P.Mahomes,KC,2020,0.27672553,732,0.6366120218579235,0.03430079155672823
00-0033873,P.Mahomes,KC,2021,0.22848473,818,0.6418092909535452,0.04327485380116959
00-0033873,P.Mahomes,KC,2022,0.29381388,780,0.65,0.03584672435105068
00-0033873,P.Mahomes,KC,2023,0.12397832,776,0.6507731958762887,0.039603960396039604
00-0033873,P.Mahomes,KC,2024,0.14293112,714,0.6260504201680672,0.06176084099868594
00-0033873,P.Mahomes,KC,2025,0.16841954,537,0.5865921787709497,0.0595446584938704
00-0033891,Z.Jones,LV,2020,2.2214208,1,1.0,0.0
00-0033893,D.Cook,MIN,2022,-6.8878922,1,0.0,0.5
00-0033897,J.Mixon,CIN,2021,1.8504547,1,1.0,0.0
00-0033897,J.Mixon,HOU,2024,-0.726146,1,0.0,0.0
00-0033906,A.Kamara,NO,2019,0.9648147,1,1.0,0.0
00-0033908,C.Kupp,LA,2019,-1.3150116,1,0.0,0.0
00-0033908,C.Kupp,LA,2021,-0.95888495,2,0.0,0.0
00-0033908,C.Kupp,LA,2022,-0.46752027,1,0.0,0.0
00-0033908,C.Kupp,SEA,2025,-5.3701663,1,0.0,0.0
00-0033921,C.Godwin,TB,2023,-0.71117306,1,0.0,0.0
00-0033923,K.Hunt,CLE,2019,-1.2235224,1,0.0,0.5
00-0033936,C.Beathard,SF,2020,0.08457979,113,0.584070796460177,0.07377049180327869
00-0033936,C.Beathard,JAX,2021,0.91452724,2,1.0,0.0
00-0033936,C.Beathard,JAX,2022,-0.96676177,12,0.5833333333333334,0.07692307692307693
00-0033936,C.Beathard,JAX,2023,0.041146353,60,0.6666666666666666,0.09090909090909091
00-0033949,J.Dobbs,PIT,2020,-0.5246176,5,0.8,0.0
00-0033949,J.Dobbs,TEN,2022,-0.0962402,74,0.5405405405405406,0.075
00-0033949,J.Dobbs,ARI,2023,-0.11528222,450,0.5822222222222222,0.0625
00-0033949,J.Dobbs,SF,2024,0.142987,48,0.6666666666666666,0.04
00-0033949,J.Dobbs,NE,2025,-0.0977843,10,0.7,0.0
00-0033958,N.Peterman,LV,2020,-0.27436447,7,0.42857142857142855,0.2222222222222222
00-0033958,N.Peterman,,2021,-0.8975718,0,,
00-0033958,N.Peterman,CHI,2022,-0.19525087,25,0.56,0.038461538461538464
00-0033958,N.Peterman,CHI,2023,-0.09442649,1,0.0,0.5
00-0034052,B.Zylstra,,2020,-0.36979666,0,,
00-0034052,B.Zylstra,CAR,2021,-1.3167127,1,0.0,0.0
00-0034064,C.Wadman,DEN,2019,-3.1850805,1,0.0,0.5
00-0034162,J.Scott,GB,2020,-0.947,1,0.0,0.0
00-0034162,J.Scott,LAC,2024,-2.7066064,1,1.0,0.0
00-0034177,T.Boyle,GB,2019,-0.11360518,4,0.75,0.0
00-0034177,T.Boyle,GB,2020,-2.061416,1,0.0,0.5
00-0034177,T.Boyle,DET,2021,-0.020496516,95,0.6421052631578947,0.0
00-0034177,T.Boyle,CHI,2022,-0.60627544,9,0.2222222222222222,0.0
00-0034177,T.Boyle,NYJ,2023,-0.41891825,86,0.5581395348837209,0.09473684210526316
00-0034177,T.Boyle,MIA,2024,-0.25714335,51,0.5294117647058824,0.03773584905660377
00-0034279,E.St. Brown,,2022,-0.37550953,0,,
00-0034331,J.Samuels,PIT,2019,-0.7022918,5,0.8,0.0
00-0034343,J.Rosen,MIA,2019,-0.39459378,125,0.464,0.11347517730496454
00-0034343,J.Rosen,ATL,2021,-1.7004433,11,0.18181818181818182,0.0
00-0034348,C.Sutton,DEN,2019,2.5538151,1,1.0,0.0
00-0034348,C.Sutton,DEN,2021,1.001634,1,1.0,0.0
00-0034348,C.Sutton,DEN,2024,3.745369,2,1.0,0.0
00-0034348,C.Sutton,DEN,2025,-4.031719,1,0.0,0.5
00-0034401,M.White,NYJ,2021,-0.053366028,137,0.6423357664233577,0.028368794326241134
00-0034401,M.White,NYJ,2022,-0.04034488,184,0.5597826086956522,0.046632124352331605
00-0034401,M.White,MIA,2023,-1.2068169,6,0.8333333333333334,0.0
00-0034401,M.White,BUF,2024,-0.65026057,11,0.2727272727272727,0.0
00-0034411,R.Gage,ATL,2020,1.06815,2,0.5,0.0
00-0034412,L.Falk,NYJ,2019,-0.6816198,90,0.5222222222222223,0.1509433962264151
00-0034418,C.Wilson,DAL,2020,1.4114702,2,1.0,0.0
00-0034418,C.Wilson,DAL,2021,1.9163465,3,1.0,0.0
00-0034418,C.Wilson,MIA,2022,-1.2526237,1,0.0,0.5
00-0034418,C.Wilson,MIA,2023,-1.3574524,1,0.0,0.5
00-0034418,C.Wilson,NO,2024,0.5756083,2,0.5,0.3333333333333333
00-0034419,B.Berrios,NYJ,2022,1.1844527,1,1.0,0.0
00-0034437,L.Cooke,JAX,2019,0.77663726,3,0.6666666666666666,0.25
00-0034437,L.Cooke,JAX,2023,2.564376,1,1.0,0.0
00-0034438,L.Woodside,TEN,2020,0.5116015,3,0.3333333333333333,0.0
00-0034438,L.Woodside,ATL,2023,-1.6256175,5,0.6,0.16666666666666666
00-0034521,A.Lazard,NYJ,2024,-1.0107956,1,0.0,0.0
00-0034577,K.Allen,CAR,2019,-0.041445788,536,0.5652985074626866,0.07903780068728522
00-0034577,K.Allen,WAS,2020,0.071694896,96,0.625,0.06796116504854369
00-0034577,K.Allen,WAS,2021,0.017845543,22,0.5454545454545454,0.08333333333333333
00-0034577,K.Allen,HOU,2022,-0.47998205,85,0.5411764705882353,0.05555555555555555
00-0034577,K.Allen,PIT,2024,1.4325529,1,1.0,0.0
00-0034577,K.Allen,DET,2025,-0.6776327,2,0.0,0.0
00-0034613,T.Hudson,CIN,2023,-2.2643816,1,0.0,0.5
00-0034721,C.Bojorquez,CLE,2025,-1.8045413,1,0.0,0.0
00-0034771,M.Rudolph,PIT,2019,-0.0996489,299,0.5886287625418061,0.04777070063694268
00-0034771,M.Rudolph,PIT,2020,0.17406778,45,0.5555555555555556,0.021739130434782608
00-0034771,M.Rudolph,PIT,2021,-0.17282969,57,0.6140350877192983,0.0
00-0034771,M.Rudolph,PIT,2023,0.05226805,119,0.6470588235294118,0.05555555555555555
00-0034771,M.Rudolph,TEN,2024,0.016088992,237,0.6160337552742616,0.04435483870967742
00-0034771,M.Rudolph,PIT,2025,0.06806253,55,0.7090909090909091,0.03508771929824561
00-0034775,C.Kirk,ARI,2021,3.0305774,1,1.0,0.0
00-0034775,C.Kirk,JAX,2022,-0.3268064,1,0.0,0.0
00-0034775,C.Kirk,JAX,2023,-0.8782986,2,0.5,0.0
00-0034796,L.Jackson,BAL,2019,0.3041409,486,0.6090534979423868,0.05263157894736842
00-0034796,L.Jackson,BAL,2020,0.15241352,458,0.5960698689956332,0.07474747474747474
00-0034796,L.Jackson,BAL,2021,0.057100054,421,0.5843230403800475,0.08278867102396514
00-0034796,L.Jackson,BAL,2022,0.04996331,352,0.5767045454545454,0.06878306878306878
00-0034796,L.Jackson,BAL,2023,0.08990712,560,0.6125,0.0728476821192053
00-0034796,L.Jackson,BAL,2024,0.34103668,544,0.6433823529411765,0.0456140350877193
00-0034796,L.Jackson,BAL,2025,0.060793675,338,0.5680473372781065,0.0962566844919786
00-0034799,K.Ballage,,2019,-0.29497474,0,,
00-0034827,D.Moore,CAR,2020,-0.40847093,1,0.0,0.0
00-0034827,D.Moore,CHI,2024,-0.44727218,1,0.0,0.0
00-0034827,D.Moore,CHI,2025,3.8681936,1,1.0,0.0
00-0034829,M.Gesicki,MIA,2021,-0.58645344,1,0.0,0.0
00-0034844,S.Barkley,PHI,2024,-1.6599532,1,0.0,0.5
00-0034855,B.Mayfield,CLE,2019,-0.011350501,574,0.5522648083623694,0.06514657980456026
00-0034855,B.Mayfield,CLE,2020,0.16319232,580,0.6017241379310345,0.044481054365733116
00-0034855,B.Mayfield,CLE,2021,-0.016615497,462,0.5476190476190477,0.08514851485148515
00-0034855,B.Mayfield,CAR,2022,-0.14124799,371,0.5417789757412399,0.08845208845208845
00-0034855,B.Mayfield,TB,2023,0.08764549,695,0.5928057553956835,0.06460296096904442
00-0034855,B.Mayfield,TB,2024,0.20557576,631,0.6687797147385103,0.06101190476190476
00-0034855,B.Mayfield,TB,2025,0.059431825,584,0.5873287671232876,0.05806451612903226
00-0034857,J.Allen,BUF,2019,0.008454818,546,0.5402930402930403,0.06984667802385008
00-0034857,J.Allen,BUF,2020,0.24099849,728,0.6497252747252747,0.04461942257217848
00-0034857,J.Allen,BUF,2021,0.21227002,740,0.6175675675675676,0.036458333333333336
00-0034857,J.Allen,BUF,2022,0.1718716,689,0.590711175616836,0.056164383561643834
00-0034857,J.Allen,BUF,2023,0.17435522,675,0.64,0.037089871611982884
00-0034857,J.Allen,BUF,2024,0.29691505,586,0.6228668941979523,0.03140495867768595
00-0034857,J.Allen,BUF,2025,0.16189423,584,0.636986301369863,0.07006369426751592
00-0034860,D.Pettis,SF,2019,1.2418056,1,1.0,0.0
00-0034860,D.Pettis,NYG,2021,0.98088473,1,1.0,0.0
00-0034869,S.Darnold,NYJ,2019,-0.018950425,475,0.5747368421052632,0.06496062992125984
00-0034869,S.Darnold,NYJ,2020,-0.17575583,398,0.5452261306532663,0.08083140877598152
00-0034869,S.Darnold,CAR,2021,-0.14893937,442,0.5497737556561086,0.07337526205450734
00-0034869,S.Darnold,CAR,2022,0.17924431,147,0.5578231292517006,0.06369426751592357
00-0034869,S.Darnold,SF,2023,0.006093513,51,0.5490196078431373,0.10526315789473684
00-0034869,S.Darnold,MIN,2024,0.037091807,643,0.6003110419906688,0.08142857142857143
00-0034869,S.Darnold,SEA,2025,0.15392157,599,0.6327212020033389,0.05221518987341772
00-0034899,J.Wolford,LA,2020,-0.036429014,47,0.5319148936170213,0.06
00-0034899,J.Wolford,LA,2021,-1.2720958,5,0.2,0.16666666666666666
00-0034899,J.Wolford,LA,2022,-0.2992472,69,0.5507246376811594,0.09210526315789473
00-0034928,S.Sims,WAS,2019,-0.35981807,1,0.0,0.0
00-0034941,M.Wishnowsky,SF,2019,-0.947,1,0.0,0.0
00-0034941,M.Wishnowsky,SF,2020,-0.947,1,0.0,0.0
00-0034955,B.Rypien,DEN,2020,-0.04111201,41,0.6585365853658537,0.023809523809523808
00-0034955,B.Rypien,DEN,2021,-1.0295589,2,0.0,0.0
00-0034955,B.Rypien,DEN,2022,-0.3051589,96,0.5520833333333334,0.07692307692307693
00-0034955,B.Rypien,LA,2023,-0.42765546,40,0.45,0.047619047619047616
00-0034955,B.Rypien,CIN,2025,-1.237878,1,0.0,0.5
00-0034959,A.Beck,DEN,2019,2.351546,1,1.0,0.0
00-0034960,J.Meyers,NE,2020,2.815671,2,1.0,0.0
00-0034960,J.Meyers,NE,2021,0.89345866,2,1.0,0.0
00-0034960,J.Meyers,LV,2023,0.5862543,3,0.6666666666666666,0.0
00-0034960,J.Meyers,LV,2024,-1.5676264,1,0.0,0.5
00-0035040,D.Blough,DET,2019,-0.23839337,188,0.5,0.06930693069306931
00-0035040,D.Blough,DET,2020,-0.65474224,11,0.5454545454545454,0.08333333333333333
00-0035040,D.Blough,DET,2021,-0.29303727,1,0.0,0.5
00-0035040,D.Blough,ARI,2022,-0.084054664,63,0.6031746031746031,0.07352941176470588
00-0035042,J.Gillan,NYG,2022,-3.9164693,1,0.0,0.5
00-0035100,J.Browning,CIN,2023,0.11950204,268,0.6380597014925373,0.0821917808219178
00-0035100,J.Browning,CIN,2025,-0.35827264,134,0.6044776119402985,0.06293706293706294
00-0035146,T.McSorley,BAL,2020,0.2415496,10,0.3,0.0
00-0035146,T.McSorley,ARI,2022,-0.3992121,86,0.5232558139534884,0.033707865168539325
00-0035156,J.Fox,DET,2021,1.7307863,3,0.6666666666666666,0.0
00-0035156,J.Fox,DET,2022,2.9525986,1,1.0,0.0
00-0035156,J.Fox,DET,2024,3.637429,1,1.0,0.0
00-0035190,A.Cole,LV,2024,4.333918,1,1.0,0.0
00-0035228,K.Murray,ARI,2019,-0.009909485,589,0.5925297113752123,0.07535321821036106
00-0035228,K.Murray,ARI,2020,0.07748021,579,0.6476683937823834,0.04455445544554455
00-0035228,K.Murray,ARI,2021,0.09677511,550,0.64,0.05660377358490566
00-0035228,K.Murray,ARI,2022,-0.004357422,418,0.6196172248803827,0.056433408577878104
00-0035228,K.Murray,ARI,2023,-0.014792863,289,0.6089965397923875,0.05863192182410423
00-0035228,K.Murray,ARI,2024,0.111128666,570,0.6526315789473685,0.05
00-0035228,K.Murray,ARI,2025,0.07894335,177,0.6214689265536724,0.08290155440414508
00-0035232,D.Haskins,WAS,2019,-0.18656448,234,0.5085470085470085,0.11026615969581749
00-0035232,D.Haskins,WAS,2020,-0.15128724,262,0.5648854961832062,0.07092198581560284
00-0035250,D.Singletary,HOU,2023,1.8422966,1,1.0,0.0
00-0035250,D.Singletary,NYG,2025,1.053,1,0.0,0.0
00-0035251,W.Grier,CAR,2019,-0.43850893,58,0.4827586206896552,0.09375
00-0035264,J.Stidham,NE,2019,-2.0299733,5,0.4,0.16666666666666666
00-0035264,J.Stidham,NE,2020,-0.3972944,48,0.4583333333333333,0.07692307692307693
00-0035264,J.Stidham,LV,2022,0.0037259748,90,0.5888888888888889,0.07216494845360824
00-0035264,J.Stidham,DEN,2023,0.05159735,73,0.547945205479452,0.0875
00-0035264,J.Stidham,,2024,1.2270381,0,,
00-0035264,J.Stidham,DEN,2025,-0.4335828,34,0.5,0.08108108108108109
00-0035282,E.Stick,LAC,2020,-0.2389741,1,1.0,0.0
00-0035282,E.Stick,LAC,2023,-0.13072865,187,0.5935828877005348,0.06965174129353234
00-0035289,G.Minshew II,JAX,2019,-0.008364966,507,0.5621301775147929,0.06111111111111111
00-0035289,G.Minshew II,JAX,2020,0.0764581,357,0.6050420168067226,0.0703125
00-0035289,G.Minshew,PHI,2021,0.22439384,66,0.6212121212121212,0.07042253521126761
00-0035289,G.Minshew,PHI,2022,0.077425614,81,0.5432098765432098,0.06896551724137931
00-0035289,G.Minshew,IND,2023,-0.0010819974,527,0.5787476280834914,0.06060606060606061
00-0035289,G.Minshew,LV,2024,-0.12015997,333,0.6096096096096096,0.08011049723756906
00-0035289,G.Minshew,KC,2025,-0.493891,13,0.46153846153846156,0.0
00-0035290,J.Johnson,BUF,2020,3.1153674,1,1.0,0.0
00-0035297,K.Harmon,WAS,2019,0.9028712,1,1.0,0.0
00-0035350,P.Williams,MIA,2019,-0.9268505,1,0.0,0.5
00-0035510,J.Smith,NYJ,2020,-1.9228771,1,0.0,0.5
00-0035544,T.Kennedy,DET,2021,5.069598,1,1.0,0.0
00-0035577,D.Hodges,PIT,2019,-0.13508639,175,0.5714285714285714,0.07894736842105263
00-0035639,P.Campbell,NYG,2023,-1.5267875,1,0.0,0.5
00-0035645,G.Olszewski,NYG,2025,1.2139896,2,0.5,0.0
00-0035652,R.Finley,CIN,2019,-0.5498274,98,0.41836734693877553,0.10091743119266056
00-0035652,R.Finley,CIN,2020,-0.4960593,41,0.4146341463414634,0.18
00-0035676,A.Brown,TEN,2021,-0.6257292,2,0.0,0.0
00-0035685,D.Montgomery,CHI,2021,-3.17675,1,0.0,0.0
00-0035685,D.Montgomery,DET,2024,1.3525293,2,1.0,0.0
00-0035685,D.Montgomery,DET,2025,-0.5816231,3,0.3333333333333333,0.25
00-0035689,D.Knox,BUF,2021,1.053,1,0.0,0.0
00-0035700,J.Jacobs,LV,2023,-1.0764066,1,0.0,0.5
00-0035704,D.Lock,DEN,2019,0.09056825,161,0.6211180124223602,0.030120481927710843
00-0035704,D.Lock,DEN,2020,-0.08814104,464,0.5474137931034483,0.039337474120082816
00-0035704,D.Lock,DEN,2021,-0.04197348,119,0.5630252100840336,0.0703125
00-0035704,D.Lock,SEA,2023,-0.018567419,83,0.5783132530120482,0.06741573033707865
00-0035704,D.Lock,NYG,2024,-0.11882844,193,0.5544041450777202,0.05853658536585366
00-0035704,D.Lock,SEA,2025,-0.29757428,3,0.6666666666666666,0.0
00-0035710,D.Jones,NYG,2019,-0.049914636,500,0.568,0.07063197026022305
00-0035710,D.Jones,NYG,2020,-0.047661208,494,0.5668016194331984,0.08348794063079777
00-0035710,D.Jones,NYG,2021,-0.02912865,383,0.6057441253263708,0.05432098765432099
00-0035710,D.Jones,NYG,2022,0.061197538,584,0.6095890410958904,0.08176100628930817
00-0035710,D.Jones,NYG,2023,-0.24884245,191,0.5654450261780105,0.13574660633484162
00-0035710,D.Jones,NYG,2024,-0.084655516,371,0.5822102425876011,0.0725
00-0035710,D.Jones,IND,2025,0.15103118,409,0.6381418092909535,0.05104408352668213
00-0035719,D.Samuel,,2019,1.0919453,0,,
00-0035719,D.Samuel,SF,2021,1.0088668,2,0.5,0.0
00-0035719,D.Samuel,SF,2023,-0.44318777,1,0.0,0.0
00-0035719,D.Samuel,SF,2024,-2.089832,1,0.0,0.5
00-0035752,C.Streveler,ARI,2020,-0.74545026,18,0.6111111111111112,0.1
00-0035752,C.Streveler,ARI,2021,-0.43751624,11,0.5454545454545454,0.15384615384615385
00-0035752,C.Streveler,NYJ,2022,-0.19465515,15,0.6666666666666666,0.0
00-0035831,J.Robinson,JAX,2020,-4.408993,1,0.0,0.5
00-0035859,B.Gillikin,NO,2021,-2.3642862,1,0.0,0.0
00-0035864,K.Hinton,DEN,2020,-1.1741313,10,0.1,0.09090909090909091
00-0035864,K.Hinton,DEN,2021,-3.1306643,1,1.0,0.0
00-0035889,T.Townsend,KC,2020,3.4530158,1,1.0,0.0
00-0035889,T.Townsend,KC,2021,4.030698,1,1.0,0.0
00-0035889,T.Townsend,KC,2022,-3.517586,1,0.0,0.0
00-0035889,T.Townsend,KC,2023,2.4396408,1,1.0,0.0
00-0035939,B.Perkins,LA,2022,-0.30085614,39,0.48717948717948717,0.13333333333333333
00-0035993,T.Huntley,BAL,2020,-0.41710195,19,0.47368421052631576,0.05
00-0035993,T.Huntley,BAL,2021,-0.068614066,205,0.5951219512195122,0.08071748878923767
00-0035993,T.Huntley,BAL,2022,-0.06466154,148,0.6216216216216216,0.05732484076433121
00-0035993,T.Huntley,BAL,2023,0.059209514,41,0.5121951219512195,0.08888888888888889
00-0035993,T.Huntley,MIA,2024,-0.09984556,149,0.5771812080536913,0.09146341463414634
00-0035993,T.Huntley,BAL,2025,0.14900097,74,0.7027027027027027,0.0975609756097561
00-0036133,J.Proche,BAL,2022,-4.0428915,1,0.0,0.0
00-0036142,I.Wright,WAS,2020,-0.5597911,1,0.0,0.0
00-0036145,L.Cager,NYG,2022,-0.84021217,1,0.0,0.5
00-0036197,J.Fromm,NYG,2021,-0.41197097,66,0.4090909090909091,0.08333333333333333
00-0036212,T.Tagovailoa,MIA,2020,-0.033016413,310,0.6,0.06060606060606061
00-0036212,T.Tagovailoa,MIA,2021,0.063503034,409,0.6430317848410758,0.046620046620046623
00-0036212,T.Tagovailoa,MIA,2022,0.21764323,421,0.6152019002375297,0.04751131221719457
00-0036212,T.Tagovailoa,MIA,2023,0.14345232,630,0.6476190476190476,0.046898638426626324
00-0036212,T.Tagovailoa,MIA,2024,0.22099315,421,0.6912114014251781,0.04751131221719457
00-0036212,T.Tagovailoa,MIA,2025,0.016043603,415,0.6265060240963856,0.06741573033707865
00-0036226,J.Eason,IND,2021,-0.6205086,5,0.4,0.0
00-0036226,J.Eason,CAR,2022,-0.45225638,5,0.6,0.0
00-0036259,J.Jennings,SF,2023,2.9465134,1,1.0,0.0
00-0036259,J.Jennings,SF,2025,3.2096102,1,1.0,0.0
00-0036261,B.Aiyuk,,2021,-0.20452826,0,,
00-0036264,J.Love,GB,2021,-0.10666394,66,0.5454545454545454,0.043478260869565216
00-0036264,J.Love,GB,2022,0.17600143,20,0.7,0.0
00-0036264,J.Love,GB,2023,0.15522335,665,0.6150375939849624,0.04316546762589928
00-0036264,J.Love,GB,2024,0.116873056,477,0.6037735849056604,0.032454361054766734
00-0036264,J.Love,GB,2025,0.27324894,508,0.6200787401574803,0.04150943396226415
00-0036275,D.Swift,DET,2021,-0.91251945,1,0.0,0.0
00-0036290,C.Kmet,CHI,2025,-0.39433467,1,0.0,0.0
00-0036309,D.Mooney,,2023,-0.32450712,0,,
00-0036309,D.Mooney,ATL,2024,-0.4238182,1,0.0,0.0
00-0036312,J.Luton,JAX,2020,-0.2842309,118,0.5084745762711864,0.056
00-0036313,B.Mann,NYJ,2022,0.44602203,2,0.5,0.0
00-0036313,B.Mann,PHI,2023,4.2093267,1,1.0,0.0
00-0036320,J.Charlton,CAR,2020,0.728961,2,0.5,0.3333333333333333
00-0036322,J.Jefferson,MIN,2021,0.31333396,4,0.5,0.0
00-0036322,J.Jefferson,MIN,2022,0.28688967,3,1.0,0.0
00-0036322,J.Jefferson,MIN,2023,-0.39332578,1,0.0,0.0
00-0036322,J.Jefferson,MIN,2024,1.4160935,1,1.0,0.0
00-0036326,C.Claypool,PIT,2022,2.5532115,1,1.0,0.0
00-0036355,J.Herbert,LAC,2020,0.14028646,626,0.6325878594249201,0.0486322188449848
00-0036355,J.Herbert,LAC,2021,0.17125016,709,0.6248236953455572,0.041891891891891894
00-0036355,J.Herbert,LAC,2022,0.037448835,782,0.6419437340153452,0.04981773997569866
00-0036355,J.Herbert,LAC,2023,0.05142332,486,0.6111111111111112,0.05631067961165048
00-0036355,J.Herbert,LAC,2024,0.08900923,581,0.5955249569707401,0.07188498402555911
00-0036355,J.Herbert,LAC,2025,0.033889752,603,0.5953565505804311,0.09049773755656108
00-0036358,C.Lamb,DAL,2020,-1.2370598,1,0.0,0.5
00-0036358,C.Lamb,DAL,2022,-0.947,1,0.0,0.0
00-0036364,L.Bowden,MIA,2020,0.5146515,2,0.5,0.0
00-0036384,B.DiNucci,DAL,2020,-0.5389143,49,0.46938775510204084,0.125
00-0036389,J.Hurts,PHI,2020,0.008473513,161,0.4782608695652174,0.07471264367816093
00-0036389,J.Hurts,PHI,2021,0.06797002,505,0.5702970297029702,0.0525328330206379
00-0036389,J.Hurts,PHI,2022,0.13662949,590,0.6169491525423729,0.06645569620253164
00-0036389,J.Hurts,PHI,2023,0.08482545,613,0.6150081566068516,0.0598159509202454
00-0036389,J.Hurts,PHI,2024,0.19049756,503,0.6222664015904572,0.09205776173285199
00-0036389,J.Hurts,PHI,2025,0.07306492,522,0.6015325670498084,0.05945945945945946
00-0036398,J.Hightower,,2020,-0.55647945,0,,
00-0036414,C.Akers,MIN,2023,-1.5187925,1,0.0,0.5
00-0036414,C.Akers,MIN,2025,3.2600105,1,1.0,0.0
00-0036425,D.Dallas,SEA,2022,-4.8671126,1,0.0,0.0
00-0036425,D.Dallas,SEA,2023,-0.51785177,1,0.0,0.5
00-0036442,J.Burrow,CIN,2020,0.06838108,433,0.6096997690531177,0.06881720430107527
00-0036442,J.Burrow,CIN,2021,0.14592727,732,0.6325136612021858,0.08728179551122195
00-0036442,J.Burrow,CIN,2022,0.14506327,770,0.6311688311688312,0.06211936662606577
00-0036442,J.Burrow,CIN,2023,0.008592711,388,0.6288659793814433,0.05825242718446602
00-0036442,J.Burrow,CIN,2024,0.16513486,701,0.6562054208273894,0.06408544726301736
00-0036442,J.Burrow,CIN,2025,0.084860094,278,0.6223021582733813,0.0576271186440678
00-0036613,J.Waddle,MIA,2025,-0.5923648,1,1.0,0.0
00-0036626,D.Brown,WAS,2023,-0.30589396,1,1.0,0.0
00-0036626,D.Brown,WAS,2024,-0.42986038,1,0.0,0.0
00-0036679,S.Buechele,KC,2025,-0.38300893,19,0.3684210526315789,0.20833333333333334
00-0036825,F.Franks,ATL,2021,-3.8404934,1,0.0,0.0
00-0036849,T.Atwell,LA,2023,1.053,1,0.0,0.0
00-0036849,T.Atwell,LA,2024,-0.51110137,1,0.0,0.0
00-0036879,S.Ehlinger,IND,2022,-0.27952054,115,0.5565217391304348,0.10852713178294573
00-0036880,P.Sewell,DET,2024,-0.9758531,1,0.0,0.5
00-0036893,N.Harris,PIT,2022,-0.06479256,1,1.0,0.0
00-0036898,D.Mills,HOU,2021,-0.1266366,424,0.6202830188679245,0.06813186813186813
00-0036898,D.Mills,HOU,2022,-0.13298802,511,0.5714285714285714,0.05719557195571956
00-0036898,D.Mills,HOU,2023,-0.11878173,42,0.4523809523809524,0.045454545454545456
00-0036898,D.Mills,HOU,2024,-0.23905537,38,0.5263157894736842,0.05
